,timestamp,TMC
76,2014-03-18 06:51:00,120-04733
77,2014-08-03 22:51:00,120+07449
78,2014-09-13 10:57:00,120-04740
79,2014-03-29 19:43:00,120P04729
80,2014-03-20 12:55:00,120+04739
81,2014-11-23 22:22:00,120+07443
82,2014-08-21 00:40:00,120P04738
83,2014-11-05 22:32:00,120P04737
84,2014-01-12 10:31:00,120-04738
85,2014-08-26 22:50:00,120+07442
86,2014-09-24 04:49:00,120P13767
87,2014-12-13 15:51:00,120+04739
88,2014-11-19 06:25:00,120-04733
89,2014-05-20 12:53:00,120-04740
90,2014-05-13 13:42:00,120+04738
91,2014-03-29 16:33:00,120N04740
92,2014-03-05 13:11:00,120+07442
93,2014-10-07 21:28:00,120+04738
94,2014-08-08 13:50:00,120P04737
95,2014-07-10 14:50:00,120+04739
96,2014-05-09 18:46:00,120-04732
97,2014-10-28 22:42:00,120+04738
98,2014-05-13 05:54:00,120+07449
99,2014-09-23 22:41:00,120+07449
100,2014-05-10 15:35:00,120+07443
101,2014-05-29 06:08:00,120+07442
102,2014-07-07 03:01:00,120+07449
103,2014-01-20 03:25:00,120+04735
104,2014-05-20 02:30:00,120+04734
105,2014-12-20 00:56:00,120P07447
106,2014-11-29 12:30:00,120P04739
107,2014-03-16 12:48:00,120P04737
108,2014-03-12 21:51:00,120+07444
109,2014-09-29 02:49:00,120P04738
110,2014-10-27 03:38:00,120P07446
111,2014-06-01 12:32:00,120+04737
112,2014-07-21 10:37:00,120-04736
113,2014-09-19 14:07:00,120-13767
114,2014-12-14 14:23:00,120-04737
115,2014-02-09 01:35:00,120-07443
116,2014-03-14 20:32:00,120P04739
117,2014-12-23 20:29:00,120-07448
118,2014-03-01 18:41:00,120+07444
119,2014-08-11 20:04:00,120+07442
120,2014-08-15 19:56:00,120-04738
121,2014-05-12 02:28:00,120+07449
122,2014-07-15 22:27:00,120N07448
123,2014-03-08 13:51:00,120N07448
124,2014-09-14 06:12:00,120+04733
125,2014-05-15 01:08:00,120+04737
126,2014-06-23 11:37:00,120-04738
127,2014-10-01 05:24:00,120N04737
128,2014-09-18 14:02:00,120N04736
129,2014-10-05 11:18:00,120P07447
130,2014-06-05 10:39:00,120-04736
131,2014-08-14 16:35:00,120P07448
132,2014-05-25 03:01:00,120N07442
133,2014-06-16 05:39:00,120+07444
134,2014-09-10 23:06:00,120+07449
135,2014-04-07 16:48:00,120-04732
136,2014-01-30 06:03:00,120P04737
137,2014-06-22 17:51:00,120+04739
138,2014-05-12 02:29:00,120-07448
139,2014-01-02 15:26:00,120+04734
140,2014-12-16 02:11:00,120+04735
141,2014-11-23 13:57:00,120+07445
142,2014-10-22 07:20:00,120N04740
143,2014-03-30 00:13:00,120-04736
144,2014-03-26 08:48:00,120-04730
145,2014-01-26 00:25:00,120-07448
146,2014-10-14 05:38:00,120-04730
147,2014-05-02 01:14:00,120N04729
148,2014-05-26 22:53:00,120-04740
149,2014-09-10 01:57:00,120+07449
150,2014-03-02 00:22:00,120P04738
151,2014-03-15 13:14:00,120-07443
152,2014-06-23 22:14:00,120+07445
153,2014-10-01 20:36:00,120-04740
154,2014-11-23 00:16:00,120N07442
155,2014-05-15 07:48:00,120+04739
156,2014-02-07 21:13:00,120N04738
157,2014-09-12 22:37:00,120-07442
158,2014-07-02 06:32:00,120+04737
159,2014-06-26 08:38:00,120+07449
160,2014-10-10 22:49:00,120-04730
161,2014-10-28 08:01:00,120N13767
162,2014-04-28 17:56:00,120P13767
163,2014-11-01 18:29:00,120N07447
164,2014-12-27 16:30:00,120N04738
165,2014-04-11 09:28:00,120-04736
166,2014-09-18 00:15:00,120-04732
167,2014-12-10 23:09:00,120-04738
168,2014-03-15 22:39:00,120P13767
169,2014-12-09 01:10:00,120N04737
170,2014-10-18 11:07:00,120-04740
171,2014-06-17 22:17:00,120-07443
172,2014-06-24 17:08:00,120N04738
173,2014-03-19 23:45:00,120P04739
174,2014-07-14 00:04:00,120+07448
175,2014-02-22 19:01:00,120N04729
176,2014-05-12 09:38:00,120-07443
177,2014-05-02 18:03:00,120-04733
178,2014-04-02 13:05:00,120P04737
179,2014-11-29 14:56:00,120+07442
180,2014-04-17 01:04:00,120+04735
181,2014-03-09 10:08:00,120N07442
182,2014-09-23 02:44:00,120+07442
183,2014-06-16 11:00:00,120N04737
184,2014-02-02 03:52:00,120+07442
185,2014-09-02 23:39:00,120+04733
186,2014-09-09 19:50:00,120-04730
187,2014-12-27 04:53:00,120P04738
188,2014-09-03 01:41:00,120-07442
189,2014-09-19 15:47:00,120-07443
190,2014-11-30 14:38:00,120P07446
191,2014-02-11 00:47:00,120+04735
192,2014-07-27 07:25:00,120-04733
193,2014-05-09 21:26:00,120+04731
194,2014-09-28 23:31:00,120P04738
195,2014-04-06 07:34:00,120-04730
196,2014-06-29 23:28:00,120+07444
197,2014-04-05 09:38:00,120+07449
198,2014-04-17 15:41:00,120-04737
199,2014-07-27 03:36:00,120+04739
200,2014-04-14 16:26:00,120-04738
201,2014-05-28 11:48:00,120+04737
202,2014-07-28 09:54:00,120+04739
203,2014-06-12 02:14:00,120+04737
204,2014-07-11 02:05:00,120+04734
205,2014-07-14 18:11:00,120-04732
206,2014-02-01 20:29:00,120P04729
207,2014-05-12 07:27:00,120-04738
208,2014-08-01 17:04:00,120P04738
209,2014-02-10 12:03:00,120+07449
210,2014-09-03 16:35:00,120-07443
211,2014-01-01 08:48:00,120-07444
212,2014-01-26 21:16:00,120N04729
213,2014-10-29 14:13:00,120N04737
214,2014-02-20 05:13:00,120+07444
215,2014-04-14 21:15:00,120+04733
216,2014-10-10 06:48:00,120-04733
217,2014-11-11 22:06:00,120+04733
218,2014-10-24 07:25:00,120+04735
219,2014-11-29 04:39:00,120N13767
220,2014-11-03 04:21:00,120-04740
221,2014-01-08 19:43:00,120+07447
222,2014-05-30 20:52:00,120+04738
223,2014-06-05 16:07:00,120N04735
224,2014-04-28 04:52:00,120+04734
225,2014-06-22 11:59:00,120P04739
226,2014-06-11 17:23:00,120+04739
227,2014-02-06 19:11:00,120+07443
228,2014-06-09 05:13:00,120-04738
229,2014-05-18 16:32:00,120N04736
230,2014-09-18 06:42:00,120+04738
231,2014-07-08 10:35:00,120+04737
232,2014-06-03 17:33:00,120-04738
233,2014-09-30 15:47:00,120-07448
234,2014-03-16 00:56:00,120+04734
235,2014-03-04 18:58:00,120-04732
236,2014-02-08 05:56:00,120-04740
237,2014-12-10 03:14:00,120+04730
238,2014-12-29 03:49:00,120+04730
239,2014-11-08 13:26:00,120+07443
240,2014-11-28 03:22:00,120P04739
241,2014-10-19 09:25:00,120+04734
242,2014-01-17 16:20:00,120P04737
243,2014-10-01 13:01:00,120-04738
244,2014-11-27 16:45:00,120-04740
245,2014-12-24 10:18:00,120-04740
246,2014-02-02 06:46:00,120N04729
247,2014-09-03 15:27:00,120+04739
248,2014-08-14 11:19:00,120+04739
249,2014-12-20 10:09:00,120-07443
250,2014-02-06 19:42:00,120P04738
251,2014-12-03 19:16:00,120-04740
252,2014-08-07 12:34:00,120-04732
253,2014-11-01 17:20:00,120N13767
254,2014-02-02 05:00:00,120-07444
255,2014-08-15 11:14:00,120+04738
256,2014-04-16 11:55:00,120+04737
257,2014-09-24 13:51:00,120-04736
258,2014-07-21 08:54:00,120-04738
259,2014-01-27 23:50:00,120P04738
260,2014-08-12 01:21:00,120+04739
261,2014-08-28 06:31:00,120-04736
262,2014-03-22 07:57:00,120+07449
263,2014-07-23 02:56:00,120-04740
264,2014-09-04 10:35:00,120+04738
265,2014-05-24 10:13:00,120+04739
266,2014-09-24 04:11:00,120P07446
267,2014-02-24 15:06:00,120P04735
268,2014-01-24 04:13:00,120+04738
269,2014-07-18 04:03:00,120+04739
270,2014-10-09 09:07:00,120+04739
271,2014-07-24 19:09:00,120+07449
272,2014-03-24 22:06:00,120P04739
273,2014-11-07 23:24:00,120+07444
274,2014-12-26 19:41:00,120P07446
275,2014-03-07 06:44:00,120+04738
276,2014-10-13 18:25:00,120N13767
277,2014-01-18 16:38:00,120-04740
278,2014-05-28 09:11:00,120+07449
279,2014-08-09 14:45:00,120P04738
280,2014-08-16 10:46:00,120P07446
281,2014-10-11 01:28:00,120+04739
282,2014-03-21 09:58:00,120+07442
283,2014-01-31 17:29:00,120-07443
284,2014-04-14 20:04:00,120+07449
285,2014-02-22 05:24:00,120+04739
286,2014-08-17 10:25:00,120-04740
287,2014-02-26 06:41:00,120-07443
288,2014-11-25 17:33:00,120+07449
289,2014-01-04 21:37:00,120N04729
290,2014-04-17 09:08:00,120N04733
291,2014-12-12 20:08:00,120N07448
292,2014-02-07 04:29:00,120+04739
293,2014-01-09 02:12:00,120-04740
294,2014-01-31 13:22:00,120-04738
295,2014-07-04 13:41:00,120P04738
296,2014-12-24 10:36:00,120P04737
297,2014-11-14 10:32:00,120+07449
298,2014-09-06 03:57:00,120-04732
299,2014-03-29 03:47:00,120-04730
300,2014-10-16 21:15:00,120N04737
301,2014-04-25 20:43:00,120P04739
302,2014-03-30 15:42:00,120+04735
303,2014-04-03 07:28:00,120P04738
304,2014-08-10 07:02:00,120-07443
305,2014-08-11 15:29:00,120+04739
306,2014-01-18 04:53:00,120N04729
307,2014-09-30 22:48:00,120N04729
308,2014-12-20 15:06:00,120-07444
309,2014-08-02 10:23:00,120-04740
310,2014-07-18 13:03:00,120+07444
311,2014-07-17 02:30:00,120+07442
312,2014-03-22 18:43:00,120+04732
313,2014-10-22 06:02:00,120-04740
314,2014-06-13 03:41:00,120N04740
315,2014-12-15 10:05:00,120+07443
316,2014-12-13 18:34:00,120+07442
317,2014-10-26 03:14:00,120-07444
318,2014-10-24 03:53:00,120+07442
319,2014-01-24 11:56:00,120-04733
320,2014-10-26 21:31:00,120+07444
321,2014-03-31 16:20:00,120+07444
322,2014-10-22 03:57:00,120+04739
323,2014-05-30 18:44:00,120N07442
324,2014-10-17 22:09:00,120-04736
325,2014-09-01 18:40:00,120+04739
326,2014-12-23 09:07:00,120-04736
327,2014-09-20 04:08:00,120N04729
328,2014-04-20 22:28:00,120-04738
329,2014-07-12 01:39:00,120+04734
330,2014-02-17 06:55:00,120-07444
331,2014-09-03 20:42:00,120N04729
332,2014-12-11 05:07:00,120+04730
333,2014-11-24 17:19:00,120-04732
334,2014-12-23 06:11:00,120+07444
335,2014-07-02 12:15:00,120+04734
336,2014-01-27 13:41:00,120N04737
337,2014-06-12 02:11:00,120+04738
338,2014-07-29 01:00:00,120P07448
339,2014-05-21 06:54:00,120-04740
340,2014-06-28 21:13:00,120+07444
341,2014-12-07 14:18:00,120-07444
342,2014-09-25 07:40:00,120+04738
343,2014-12-14 02:56:00,120+04737
344,2014-12-04 08:41:00,120P04739
345,2014-04-03 22:37:00,120+07442
346,2014-08-24 21:53:00,120-04730
347,2014-09-29 06:17:00,120-04733
348,2014-02-04 14:55:00,120-04740
349,2014-09-05 14:26:00,120+07442
350,2014-06-05 19:40:00,120+07445
351,2014-10-05 17:59:00,120P04737
352,2014-01-16 08:04:00,120+04738
353,2014-08-11 18:05:00,120P07447
354,2014-09-28 17:00:00,120P04738
355,2014-05-15 02:55:00,120+04734
356,2014-04-22 12:44:00,120+04737
357,2014-05-11 05:10:00,120P04735
358,2014-03-07 05:53:00,120+04739
359,2014-05-21 17:23:00,120N07448
360,2014-03-30 00:24:00,120+04734
361,2014-11-10 09:34:00,120P04737
362,2014-04-07 13:44:00,120N04737
363,2014-05-10 05:38:00,120+07442
364,2014-12-24 16:38:00,120N07447
365,2014-05-10 21:57:00,120-07444
366,2014-05-26 09:10:00,120P04738
367,2014-01-22 02:38:00,120-07443
368,2014-06-20 06:48:00,120+04735
369,2014-12-05 23:44:00,120+04729
370,2014-03-31 18:08:00,120+07444
371,2014-12-22 00:56:00,120-04740
372,2014-11-12 21:57:00,120+04738
373,2014-07-31 06:29:00,120+07449
374,2014-04-24 06:55:00,120+04731
375,2014-04-13 19:22:00,120-07448
376,2014-03-17 21:10:00,120-04740
377,2014-12-24 00:03:00,120-04736
378,2014-08-19 23:16:00,120N04729
379,2014-02-27 08:24:00,120+04739
380,2014-03-25 15:50:00,120+07442
381,2014-01-01 22:22:00,120-07448
382,2014-10-26 19:37:00,120+04730
383,2014-12-20 00:24:00,120+04738
384,2014-04-19 16:09:00,120N04738
385,2014-09-03 06:27:00,120P04738
386,2014-11-05 11:46:00,120+04734
387,2014-12-13 02:44:00,120-04736
388,2014-09-16 20:24:00,120+07444
389,2014-09-11 20:59:00,120-04733
390,2014-03-24 20:14:00,120N04737
391,2014-11-19 13:19:00,120+04737
392,2014-03-11 19:55:00,120+07449
393,2014-09-07 06:12:00,120-04732
394,2014-07-20 20:34:00,120P07446
395,2014-06-02 04:53:00,120-04740
396,2014-11-23 08:23:00,120-07444
397,2014-02-05 06:24:00,120P13767
398,2014-10-02 12:01:00,120N04733
399,2014-07-14 02:12:00,120-04738
400,2014-08-03 03:29:00,120N04729
401,2014-01-22 12:41:00,120+07442
402,2014-08-27 19:01:00,120+07444
403,2014-12-12 10:16:00,120+04739
404,2014-12-18 19:42:00,120-04730
405,2014-11-15 16:13:00,120P04737
406,2014-05-22 14:20:00,120+04739
407,2014-08-14 23:35:00,120P07448
408,2014-02-04 10:19:00,120P04738
409,2014-03-17 03:27:00,120-04730
410,2014-11-26 16:06:00,120-04730
411,2014-01-11 13:18:00,120+07445
412,2014-11-04 17:41:00,120P07448
413,2014-12-20 03:23:00,120P04737
414,2014-11-25 05:10:00,120P04739
415,2014-11-18 07:55:00,120N04729
416,2014-08-21 12:07:00,120-04740
417,2014-01-05 02:18:00,120+04738
418,2014-05-19 03:06:00,120P04737
419,2014-10-21 09:14:00,120+04737
420,2014-01-15 10:54:00,120+07443
421,2014-08-08 21:41:00,120P04736
422,2014-03-05 07:08:00,120-04737
423,2014-10-30 16:46:00,120N07442
424,2014-07-05 20:02:00,120+07443
425,2014-03-05 17:55:00,120-04730
426,2014-07-19 23:27:00,120P04737
427,2014-06-11 00:16:00,120-04736
428,2014-07-23 18:48:00,120+07442
429,2014-03-26 00:24:00,120P04737
430,2014-01-26 21:07:00,120+04739
431,2014-09-06 22:04:00,120P04729
432,2014-05-07 23:13:00,120+07442
433,2014-02-06 08:16:00,120P04735
434,2014-06-15 08:29:00,120N07447
435,2014-04-12 04:04:00,120N07448
436,2014-10-19 07:33:00,120+04735
437,2014-06-10 15:24:00,120-04737
438,2014-03-01 16:11:00,120-04738
439,2014-05-06 03:45:00,120-07448
440,2014-05-23 21:50:00,120P13767
441,2014-03-18 12:49:00,120+07449
442,2014-09-17 06:05:00,120N04737
443,2014-10-08 12:31:00,120+07442
444,2014-05-02 10:58:00,120P07448
445,2014-02-20 20:00:00,120P13767
446,2014-11-03 10:27:00,120+04738
447,2014-01-08 00:58:00,120+07449
448,2014-11-02 22:50:00,120+04739
449,2014-05-26 20:26:00,120+04737
450,2014-09-03 23:56:00,120+04733
451,2014-09-20 04:29:00,120-07447
452,2014-11-05 06:37:00,120+04737
453,2014-10-24 00:08:00,120+04738
454,2014-04-14 21:33:00,120P04737
455,2014-11-06 18:07:00,120-07447
456,2014-05-06 22:31:00,120P07446
457,2014-07-29 04:13:00,120P07446
458,2014-10-14 07:24:00,120-04736
459,2014-05-22 18:58:00,120-07448
460,2014-05-04 07:09:00,120-04733
461,2014-06-21 11:11:00,120N04737
462,2014-03-12 11:27:00,120+04738
463,2014-05-23 01:05:00,120+07449
464,2014-08-18 13:19:00,120P04738
465,2014-09-26 08:18:00,120+04734
466,2014-05-31 17:49:00,120+04735
467,2014-07-05 13:18:00,120-04730
468,2014-12-13 14:33:00,120-04740
469,2014-05-04 12:54:00,120N04734
470,2014-09-05 20:15:00,120P07447
471,2014-12-02 22:20:00,120+04739
472,2014-01-23 13:37:00,120+04739
473,2014-03-11 07:55:00,120-04733
474,2014-12-19 11:55:00,120-04740
475,2014-12-23 03:14:00,120+04739
476,2014-07-27 00:08:00,120+04739
477,2014-12-21 09:17:00,120P04737
478,2014-07-30 14:38:00,120N04733
479,2014-10-19 15:41:00,120+07449
480,2014-11-23 19:23:00,120P04738
481,2014-05-30 23:20:00,120P13767
482,2014-11-18 12:54:00,120N04737
483,2014-08-22 17:35:00,120P13767
484,2014-12-20 02:51:00,120+07443
485,2014-07-14 06:11:00,120P04737
486,2014-01-22 00:17:00,120P07446
487,2014-07-01 05:50:00,120-07442
488,2014-02-21 22:55:00,120+07449
489,2014-03-26 23:21:00,120-07442
490,2014-09-11 03:18:00,120+04737
491,2014-10-09 20:05:00,120-04737
492,2014-03-21 17:04:00,120+04739
493,2014-02-11 09:43:00,120N04735
494,2014-01-04 13:29:00,120-04736
495,2014-12-10 11:40:00,120-04736
496,2014-08-14 10:24:00,120-04738
497,2014-04-30 00:13:00,120P04738
498,2014-03-19 22:38:00,120+04739
499,2014-06-26 12:01:00,120+04733
500,2014-06-17 09:26:00,120-04732
501,2014-05-23 17:48:00,120-04738
502,2014-10-09 16:06:00,120+04734
503,2014-02-03 01:09:00,120+07449
504,2014-03-29 23:02:00,120P04733
505,2014-07-08 10:58:00,120N04735
506,2014-03-28 20:53:00,120+07449
507,2014-06-11 12:26:00,120P04739
508,2014-01-20 14:16:00,120-07443
509,2014-02-28 19:58:00,120-07444
510,2014-07-01 21:57:00,120-07443
511,2014-07-14 16:04:00,120+07444
512,2014-07-28 20:50:00,120+07444
513,2014-06-20 04:25:00,120P04729
514,2014-02-09 23:15:00,120-04736
515,2014-01-26 08:13:00,120+07449
516,2014-10-20 18:11:00,120+07445
517,2014-03-19 18:45:00,120-04740
518,2014-03-26 12:02:00,120+07443
519,2014-07-26 17:34:00,120-04733
520,2014-09-04 12:58:00,120+04737
521,2014-09-02 10:49:00,120N04737
522,2014-05-07 16:24:00,120-07448
523,2014-06-03 12:12:00,120P04738
524,2014-02-16 22:26:00,120-07442
525,2014-01-08 11:39:00,120N04737
526,2014-10-29 03:27:00,120P04738
527,2014-08-25 16:21:00,120+07442
528,2014-12-17 17:34:00,120P04737
529,2014-07-09 17:15:00,120-04736
530,2014-07-20 16:15:00,120-07444
531,2014-06-03 05:42:00,120+04739
532,2014-07-14 20:43:00,120-04738
533,2014-03-16 16:14:00,120+04739
534,2014-12-10 04:32:00,120-04738
535,2014-01-18 00:39:00,120-04740
536,2014-08-15 21:47:00,120+04730
537,2014-02-16 19:27:00,120P04734
538,2014-08-08 20:39:00,120+04734
539,2014-05-10 14:08:00,120+04733
540,2014-08-25 10:25:00,120-04736
541,2014-07-06 07:05:00,120+04739
542,2014-12-29 03:05:00,120+07444
543,2014-04-25 22:05:00,120N04729
544,2014-08-29 05:43:00,120P04737
545,2014-03-25 21:14:00,120-04734
546,2014-12-26 22:05:00,120+04735
547,2014-05-16 04:52:00,120-04738
548,2014-01-03 19:18:00,120N04729
549,2014-03-21 17:55:00,120-07448
550,2014-07-30 04:28:00,120+07442
551,2014-12-03 11:32:00,120P04738
552,2014-07-21 12:42:00,120-04738
553,2014-10-28 19:59:00,120N07442
554,2014-01-01 19:40:00,120+04733
555,2014-12-29 09:07:00,120+07449
556,2014-09-26 18:31:00,120N13767
557,2014-01-10 04:32:00,120+07443
558,2014-01-15 05:34:00,120+04739
559,2014-08-27 00:15:00,120-07443
560,2014-06-25 21:35:00,120+04739
561,2014-12-18 06:36:00,120-04737
562,2014-04-02 05:29:00,120N04729
563,2014-04-13 10:56:00,120N04737
564,2014-11-26 18:04:00,120-04738
565,2014-11-25 07:53:00,120-04733
566,2014-03-09 23:41:00,120P04737
567,2014-02-06 18:13:00,120-04737
568,2014-02-21 23:21:00,120+07449
569,2014-08-26 02:37:00,120N04733
570,2014-09-04 21:10:00,120-04736
571,2014-12-21 15:48:00,120-04738
572,2014-05-03 00:15:00,120+04738
573,2014-08-14 20:42:00,120P07448
574,2014-11-25 23:54:00,120-04736
575,2014-01-25 06:22:00,120N04738
576,2014-12-13 12:56:00,120+07444
577,2014-03-14 11:39:00,120+04737
578,2014-01-03 17:27:00,120+04739
579,2014-03-31 21:47:00,120-07443
580,2014-01-22 12:00:00,120-04732
581,2014-05-07 15:27:00,120-07444
582,2014-04-18 07:19:00,120P04738
583,2014-03-26 12:53:00,120-04736
584,2014-02-16 22:12:00,120+04737
585,2014-10-22 12:24:00,120-04738
586,2014-06-27 07:04:00,120P04739
587,2014-04-23 22:35:00,120-04738
588,2014-10-01 16:34:00,120-07447
589,2014-10-08 02:32:00,120-04740
590,2014-03-06 09:36:00,120-04736
591,2014-09-18 11:31:00,120P04739
592,2014-08-12 12:34:00,120-04736
593,2014-09-24 12:02:00,120P07447
594,2014-01-01 16:11:00,120-07442
595,2014-04-04 05:13:00,120-07444
596,2014-12-06 22:30:00,120-04740
597,2014-10-17 09:39:00,120P04738
598,2014-12-13 13:10:00,120P04729
599,2014-04-05 07:13:00,120N04735
600,2014-04-16 12:03:00,120+04734
601,2014-10-09 03:23:00,120P07448
602,2014-03-01 10:09:00,120P04735
603,2014-06-03 14:54:00,120-04730
604,2014-04-05 19:40:00,120+07443
605,2014-06-06 12:50:00,120N13767
606,2014-03-17 08:46:00,120P07446
607,2014-04-16 23:42:00,120-04740
608,2014-08-14 14:22:00,120-04736
609,2014-10-17 05:16:00,120+04739
610,2014-01-23 19:44:00,120+07442
611,2014-07-29 02:57:00,120+07445
612,2014-09-06 09:58:00,120-04738
613,2014-11-29 02:30:00,120P07443
614,2014-08-23 09:21:00,120-04738
615,2014-08-19 09:43:00,120-04730
616,2014-09-02 12:03:00,120P07448
617,2014-11-13 06:19:00,120-04733
618,2014-01-23 07:40:00,120-07442
619,2014-10-18 02:57:00,120-04733
620,2014-03-17 12:50:00,120+04734
621,2014-10-21 13:40:00,120-04736
622,2014-09-09 20:39:00,120+04737
623,2014-12-22 20:55:00,120P04734
624,2014-08-17 19:40:00,120+04739
625,2014-11-28 09:58:00,120+04730
626,2014-08-15 07:07:00,120P04739
627,2014-02-26 02:54:00,120P04737
628,2014-09-11 07:24:00,120+07448
629,2014-12-03 03:40:00,120N07447
630,2014-06-15 08:11:00,120-04736
631,2014-01-20 03:21:00,120+04739
632,2014-06-24 04:21:00,120P04729
633,2014-10-18 17:42:00,120+04739
634,2014-01-02 21:40:00,120+04739
635,2014-06-10 04:47:00,120-07443
636,2014-09-15 08:38:00,120+04739
637,2014-07-29 11:15:00,120-04740
638,2014-02-22 10:38:00,120N04738
639,2014-08-23 03:27:00,120+04739
640,2014-01-02 17:22:00,120-07444
641,2014-02-04 20:09:00,120-04740
642,2014-03-27 01:26:00,120P04737
643,2014-05-09 21:15:00,120+07449
644,2014-04-11 09:12:00,120-04740
645,2014-12-12 05:34:00,120P04738
646,2014-11-24 14:48:00,120+04739
647,2014-12-30 08:34:00,120+07449
648,2014-02-11 01:48:00,120+07444
649,2014-09-30 20:27:00,120-04740
650,2014-03-20 20:40:00,120+04739
651,2014-01-05 10:58:00,120+07445
652,2014-10-26 15:19:00,120P04735
653,2014-12-13 14:30:00,120P04737
654,2014-12-27 06:37:00,120P04737
655,2014-05-15 15:14:00,120N07442
656,2014-11-07 18:21:00,120N04738
657,2014-07-21 22:17:00,120+07443
658,2014-12-15 09:27:00,120-04730
659,2014-02-06 23:57:00,120+04739
660,2014-02-08 11:34:00,120-04736
661,2014-06-24 06:51:00,120P07446
662,2014-04-12 03:13:00,120P04737
663,2014-05-24 16:08:00,120+04735
664,2014-08-12 23:20:00,120P04738
665,2014-07-18 05:27:00,120-07442
666,2014-05-08 18:58:00,120+07449
667,2014-02-06 23:25:00,120N13767
668,2014-06-17 15:18:00,120P07446
669,2014-07-21 20:16:00,120N07448
670,2014-03-14 21:55:00,120N13767
671,2014-04-05 20:33:00,120-07442
672,2014-08-06 13:59:00,120-07443
673,2014-08-12 17:24:00,120-04738
674,2014-09-06 05:46:00,120+07449
675,2014-01-01 03:19:00,120-04738
676,2014-02-26 01:58:00,120+04739
677,2014-05-03 16:44:00,120+04738
678,2014-06-23 18:30:00,120N04729
679,2014-05-20 14:03:00,120+07442
680,2014-11-09 02:12:00,120+04734
681,2014-07-19 03:09:00,120P04733
682,2014-06-12 09:02:00,120+07442
683,2014-06-07 21:56:00,120P07448
684,2014-02-03 12:28:00,120N04734
685,2014-10-03 07:52:00,120-04737
686,2014-02-01 07:49:00,120+07449
687,2014-06-04 14:25:00,120+04739
688,2014-01-05 11:32:00,120-04732
689,2014-09-09 13:03:00,120-04740
690,2014-12-20 19:38:00,120-07443
691,2014-11-15 09:45:00,120N04729
692,2014-05-14 18:02:00,120+04739
693,2014-01-31 04:04:00,120+04731
694,2014-05-07 15:47:00,120+04734
695,2014-09-28 16:20:00,120-04729
696,2014-09-11 19:39:00,120N04734
697,2014-10-02 11:01:00,120N04735
698,2014-11-02 14:19:00,120+07449
