,timestamp,TMC
52,2013-11-05 12:15:00,120-04737
53,2013-09-10 11:17:00,120P04738
54,2013-08-27 05:46:00,120+04739
55,2013-02-08 01:14:00,120+04739
56,2013-03-24 23:49:00,120-04736
57,2013-05-23 20:04:00,120P04737
58,2013-09-15 21:57:00,120P07448
59,2013-04-23 21:57:00,120+04739
60,2013-05-11 18:18:00,120N04739
61,2013-06-03 19:48:00,120+04739
62,2013-03-24 16:48:00,120P04734
63,2013-01-02 19:51:00,120+07443
64,2013-07-10 01:09:00,120-07448
65,2013-05-19 22:46:00,120P04739
66,2013-02-03 03:10:00,120+04733
67,2013-03-08 15:42:00,120+04739
68,2013-12-11 00:39:00,120+07449
69,2013-11-07 13:07:00,120P07447
70,2013-01-02 02:05:00,120+04737
71,2013-08-23 22:49:00,120P04735
72,2013-10-29 17:42:00,120+07443
73,2013-08-16 11:12:00,120-04738
74,2013-08-24 22:26:00,120-07442
75,2013-10-06 18:37:00,120-07443
76,2013-03-02 19:17:00,120-07443
77,2013-03-12 05:51:00,120+04730
78,2013-03-20 09:48:00,120P04739
79,2013-06-02 05:13:00,120-07448
80,2013-06-02 21:02:00,120-07444
81,2013-04-29 00:06:00,120+04734
82,2013-07-28 00:58:00,120N13767
83,2013-08-28 08:05:00,120-04736
84,2013-01-01 07:30:00,120+07449
85,2013-03-15 09:24:00,120+07445
86,2013-09-14 19:25:00,120-04738
87,2013-06-18 05:58:00,120+04738
88,2013-05-14 00:10:00,120+04739
89,2013-06-21 18:59:00,120+04739
90,2013-02-19 20:14:00,120+04737
91,2013-09-01 05:38:00,120P04739
92,2013-05-27 23:08:00,120+04735
93,2013-10-02 14:14:00,120-04736
94,2013-10-16 16:04:00,120N13767
95,2013-01-03 17:42:00,120-04733
96,2013-10-21 14:46:00,120N04738
97,2013-02-12 14:33:00,120P04738
98,2013-05-14 23:38:00,120+04735
99,2013-08-31 09:44:00,120-04740
100,2013-03-15 09:27:00,120-07443
101,2013-01-28 14:11:00,120+04738
102,2013-02-16 00:13:00,120P04739
103,2013-04-13 08:54:00,120P04738
104,2013-04-24 10:28:00,120+07443
105,2013-02-02 19:09:00,120P04737
106,2013-01-28 17:12:00,120+04738
107,2013-09-06 11:21:00,120+04739
108,2013-09-24 11:55:00,120+07445
109,2013-02-23 16:08:00,120+04739
110,2013-01-20 12:58:00,120+04735
111,2013-06-28 15:56:00,120+04737
112,2013-05-17 09:23:00,120+07443
113,2013-11-08 04:53:00,120-04732
114,2013-11-07 23:34:00,120-04740
115,2013-01-25 23:03:00,120-07444
116,2013-10-12 18:41:00,120P07447
117,2013-11-27 21:50:00,120P04734
118,2013-09-17 06:26:00,120+04739
119,2013-12-26 06:58:00,120+04733
120,2013-05-31 08:31:00,120+07442
121,2013-06-24 15:02:00,120+04734
122,2013-03-14 00:57:00,120+04740
123,2013-03-18 23:44:00,120N04739
124,2013-10-27 21:39:00,120+04739
125,2013-06-23 04:18:00,120-04731
126,2013-09-05 20:03:00,120+04735
127,2013-11-05 07:24:00,120P04739
128,2013-01-23 12:02:00,120+04738
129,2013-08-05 16:14:00,120+04739
130,2013-08-07 05:03:00,120P04737
131,2013-03-24 14:34:00,120+07449
132,2013-01-31 09:21:00,120+07442
133,2013-01-17 11:05:00,120N04739
134,2013-08-24 02:35:00,120N04737
135,2013-09-30 08:08:00,120-04738
136,2013-08-12 17:50:00,120P13767
137,2013-01-04 09:20:00,120+04738
138,2013-02-23 11:24:00,120P04739
139,2013-05-16 19:09:00,120N04737
140,2013-10-02 06:53:00,120-04733
141,2013-12-18 09:07:00,120P04738
142,2013-06-19 21:54:00,120+07442
143,2013-03-31 07:56:00,120+04730
144,2013-01-16 04:59:00,120-07443
145,2013-04-27 08:19:00,120+04734
146,2013-09-06 15:48:00,120+07449
147,2013-04-17 02:25:00,120+04739
148,2013-10-05 20:42:00,120+04738
149,2013-11-14 05:03:00,120-04736
150,2013-10-06 17:39:00,120N04735
151,2013-08-09 18:32:00,120N04729
152,2013-04-15 11:23:00,120P04737
153,2013-04-21 00:18:00,120N04733
154,2013-10-17 08:07:00,120+07444
155,2013-10-20 13:26:00,120-04737
156,2013-01-28 15:44:00,120N04739
157,2013-06-22 20:01:00,120+07442
158,2013-09-08 14:33:00,120P04739
159,2013-07-14 21:24:00,120+04733
160,2013-08-15 18:30:00,120P04737
161,2013-07-01 00:47:00,120-04738
162,2013-08-11 08:56:00,120+04738
163,2013-04-25 04:17:00,120+04738
164,2013-11-04 22:19:00,120P13767
165,2013-06-12 21:22:00,120+04732
166,2013-01-05 15:57:00,120+07442
167,2013-07-13 06:19:00,120+07444
168,2013-03-25 11:04:00,120+04733
169,2013-05-11 11:26:00,120P04737
170,2013-08-05 15:33:00,120P07447
171,2013-03-12 01:55:00,120-07443
172,2013-01-30 10:21:00,120-07443
173,2013-01-20 23:16:00,120-04737
174,2013-11-14 22:46:00,120-04736
175,2013-06-27 12:36:00,120+04737
176,2013-04-14 07:51:00,120+04733
177,2013-04-12 21:26:00,120-04734
178,2013-07-28 23:02:00,120+04738
179,2013-05-17 15:38:00,120+07449
180,2013-03-25 03:58:00,120-07448
181,2013-12-19 19:49:00,120P04733
182,2013-09-27 13:44:00,120P04729
183,2013-01-23 15:24:00,120+04737
184,2013-10-11 11:20:00,120+04739
185,2013-11-16 00:19:00,120-04736
186,2013-05-20 19:14:00,120+04738
187,2013-07-07 16:37:00,120P07447
188,2013-02-07 13:38:00,120P04738
189,2013-03-26 10:38:00,120-04736
190,2013-10-02 17:30:00,120+04739
191,2013-06-21 06:09:00,120-07448
192,2013-04-11 00:11:00,120+07443
193,2013-10-12 00:25:00,120-04738
194,2013-09-19 17:06:00,120+04735
195,2013-10-26 10:24:00,120+04739
196,2013-02-20 13:12:00,120P04739
197,2013-03-25 05:43:00,120+04735
198,2013-02-24 22:02:00,120+04739
199,2013-09-10 10:17:00,120-04731
200,2013-05-12 17:35:00,120+04739
201,2013-07-28 02:47:00,120N13767
202,2013-09-21 04:59:00,120P04734
203,2013-12-30 22:29:00,120-04733
204,2013-10-23 04:15:00,120+04738
205,2013-07-21 22:46:00,120-07443
206,2013-08-01 12:53:00,120N04737
207,2013-01-07 10:25:00,120+07442
208,2013-05-19 12:56:00,120N04735
209,2013-06-14 17:24:00,120P04737
210,2013-10-11 07:31:00,120+04739
211,2013-02-21 08:50:00,120+04739
212,2013-02-04 21:52:00,120+07442
213,2013-01-20 00:38:00,120+04737
214,2013-09-10 07:34:00,120+07442
215,2013-12-14 07:54:00,120-07448
216,2013-04-19 18:20:00,120+07443
217,2013-01-07 04:39:00,120-04734
218,2013-05-04 11:35:00,120P07446
219,2013-06-20 16:03:00,120-07448
220,2013-05-04 12:44:00,120-04738
221,2013-09-29 16:33:00,120N04733
222,2013-09-24 11:53:00,120P07448
223,2013-10-06 06:50:00,120+04739
224,2013-12-07 17:16:00,120N13767
225,2013-07-07 07:11:00,120P04737
226,2013-12-03 09:25:00,120P04734
227,2013-12-06 04:35:00,120P04739
228,2013-07-19 18:54:00,120+04735
229,2013-09-30 02:22:00,120+07442
230,2013-01-22 18:49:00,120-07443
231,2013-10-23 11:21:00,120+07442
232,2013-09-24 01:44:00,120P04739
233,2013-01-12 00:46:00,120+04739
234,2013-06-07 11:24:00,120-04738
235,2013-11-20 07:28:00,120P04738
236,2013-05-29 19:50:00,120-07446
237,2013-07-10 17:30:00,120N04740
238,2013-10-16 12:24:00,120+04732
239,2013-11-18 15:34:00,120+04738
240,2013-05-03 04:05:00,120-04738
241,2013-01-16 13:08:00,120+04737
242,2013-10-27 07:41:00,120N04739
243,2013-09-03 02:11:00,120+07449
244,2013-03-16 03:03:00,120P04737
245,2013-11-23 08:38:00,120+04734
246,2013-07-03 17:05:00,120-04731
247,2013-10-25 01:58:00,120N04735
248,2013-09-16 15:42:00,120-04733
249,2013-03-30 09:50:00,120-04740
250,2013-12-07 00:57:00,120+04739
251,2013-07-30 02:00:00,120P04738
252,2013-04-08 07:37:00,120+07444
253,2013-09-11 13:59:00,120+07442
254,2013-06-25 08:56:00,120+07449
255,2013-09-02 03:18:00,120+07443
256,2013-01-24 14:42:00,120-04737
257,2013-07-17 20:06:00,120+04739
258,2013-09-04 06:39:00,120+07443
259,2013-07-07 11:09:00,120+04737
260,2013-09-17 06:55:00,120+04735
261,2013-11-17 07:48:00,120+04737
262,2013-06-03 12:46:00,120N04739
263,2013-07-15 03:46:00,120+04737
264,2013-10-30 23:35:00,120-04736
265,2013-08-19 22:18:00,120N04729
266,2013-10-04 01:26:00,120P04737
267,2013-09-04 14:46:00,120P04737
268,2013-03-06 22:22:00,120+07443
269,2013-03-13 23:20:00,120+04734
270,2013-10-11 02:35:00,120-04734
271,2013-04-19 05:19:00,120N13767
272,2013-11-25 13:12:00,120N04729
273,2013-10-05 10:32:00,120N07448
274,2013-03-29 05:50:00,120-04734
275,2013-04-01 04:47:00,120-04740
276,2013-03-21 08:39:00,120+04734
277,2013-03-18 05:18:00,120-04736
278,2013-08-06 17:03:00,120P04733
279,2013-01-25 13:44:00,120+04739
280,2013-12-08 09:21:00,120+04734
281,2013-03-01 20:25:00,120P04739
282,2013-07-18 03:42:00,120-04738
283,2013-11-28 18:46:00,120N04738
284,2013-02-16 23:39:00,120+07442
285,2013-08-27 05:58:00,120+04739
286,2013-03-24 17:41:00,120N04729
287,2013-06-22 14:13:00,120+07442
288,2013-09-11 07:28:00,120N04733
289,2013-01-02 09:54:00,120P13767
290,2013-06-10 16:01:00,120+04733
291,2013-08-01 06:38:00,120-04736
292,2013-04-07 05:01:00,120+04733
293,2013-10-21 00:35:00,120+07442
294,2013-02-19 14:58:00,120P04735
295,2013-03-27 17:27:00,120-04734
296,2013-01-15 13:01:00,120+07444
297,2013-04-23 20:37:00,120P04738
298,2013-04-14 11:17:00,120-04738
299,2013-01-30 00:33:00,120+04739
300,2013-09-13 17:13:00,120+07449
301,2013-11-27 18:04:00,120N04738
302,2013-12-10 21:43:00,120-04731
303,2013-03-09 11:53:00,120+04739
304,2013-08-15 13:31:00,120-07443
305,2013-08-07 15:00:00,120-04732
306,2013-03-11 19:10:00,120+04739
307,2013-07-19 11:56:00,120+04733
308,2013-02-06 00:43:00,120-04734
309,2013-10-26 15:43:00,120+04737
310,2013-07-03 23:55:00,120P04739
311,2013-11-04 06:19:00,120-07443
312,2013-05-22 11:00:00,120+04739
313,2013-09-03 11:23:00,120-04740
314,2013-01-20 01:23:00,120-04737
315,2013-07-05 23:13:00,120+04739
316,2013-05-27 14:31:00,120N07447
317,2013-09-24 05:51:00,120-07444
318,2013-08-12 10:28:00,120+07445
319,2013-06-01 19:12:00,120-04736
320,2013-03-13 11:34:00,120+04739
321,2013-10-17 15:38:00,120P04734
322,2013-01-06 21:05:00,120-07443
323,2013-06-29 00:21:00,120P04733
324,2013-12-07 03:02:00,120+07443
325,2013-11-12 10:29:00,120P04734
326,2013-03-19 13:11:00,120-04740
327,2013-09-01 02:44:00,120-04733
328,2013-03-13 02:28:00,120P13767
329,2013-04-14 13:57:00,120-04731
330,2013-07-25 03:53:00,120-07443
331,2013-06-08 09:40:00,120N04738
332,2013-01-18 12:10:00,120P04739
333,2013-08-10 20:01:00,120+04739
334,2013-08-09 17:55:00,120-04737
335,2013-08-18 03:21:00,120+07449
336,2013-10-11 04:02:00,120+04738
337,2013-07-04 14:31:00,120+04737
338,2013-04-25 12:48:00,120P04734
339,2013-03-01 11:07:00,120P07447
340,2013-08-29 01:42:00,120+07442
341,2013-07-06 11:54:00,120P04738
342,2013-09-14 19:00:00,120+04735
343,2013-12-30 14:59:00,120N04737
344,2013-12-03 05:51:00,120+07444
345,2013-05-08 13:11:00,120-07444
346,2013-10-09 15:58:00,120-07443
347,2013-03-26 19:33:00,120-04740
348,2013-07-07 10:54:00,120+07443
349,2013-04-17 03:51:00,120+07442
350,2013-09-30 20:41:00,120+04739
351,2013-04-16 14:24:00,120-07448
352,2013-02-21 20:28:00,120+04738
353,2013-03-26 11:25:00,120+07442
354,2013-08-23 23:43:00,120P04733
355,2013-11-27 10:43:00,120P13767
356,2013-03-11 22:31:00,120+04735
357,2013-10-07 11:09:00,120P04733
358,2013-07-29 02:05:00,120N04736
359,2013-11-23 17:58:00,120+04739
360,2013-11-12 20:59:00,120+04735
361,2013-08-01 22:21:00,120+04739
362,2013-08-23 09:22:00,120N07448
363,2013-10-07 04:39:00,120+04737
364,2013-09-08 19:50:00,120+04738
365,2013-12-03 21:59:00,120+04739
366,2013-08-28 10:36:00,120N13767
367,2013-07-20 17:22:00,120P07447
368,2013-09-20 01:58:00,120P04737
369,2013-11-01 19:09:00,120P04729
370,2013-07-30 02:24:00,120-07443
371,2013-04-07 03:13:00,120P04735
372,2013-01-02 17:07:00,120+04739
373,2013-11-24 08:16:00,120-04733
374,2013-02-26 01:37:00,120+07443
375,2013-09-09 00:01:00,120N13767
376,2013-06-15 09:32:00,120+04738
377,2013-06-19 00:03:00,120P04738
378,2013-02-21 00:37:00,120+04739
379,2013-11-28 04:40:00,120-04733
380,2013-02-16 06:05:00,120+07442
381,2013-12-17 16:47:00,120P04738
382,2013-06-03 10:37:00,120+07449
383,2013-11-06 06:49:00,120N07447
384,2013-05-04 11:27:00,120-04738
385,2013-05-26 18:43:00,120+07442
386,2013-07-05 11:58:00,120-07443
387,2013-09-15 23:43:00,120P07447
388,2013-05-15 19:06:00,120+07449
389,2013-03-22 02:16:00,120-04738
390,2013-02-23 12:39:00,120-04738
391,2013-07-17 12:24:00,120+07442
392,2013-01-20 14:39:00,120P04734
393,2013-09-02 07:13:00,120+07449
394,2013-12-03 05:26:00,120-04732
395,2013-01-22 03:38:00,120P04737
396,2013-11-22 23:19:00,120+04738
397,2013-03-19 04:31:00,120+07442
398,2013-04-28 12:41:00,120-07447
399,2013-10-14 17:45:00,120-07443
400,2013-01-15 12:24:00,120+07442
401,2013-08-07 23:48:00,120N13767
402,2013-02-18 01:39:00,120P04739
403,2013-04-21 20:12:00,120P04738
404,2013-03-17 16:34:00,120-04736
405,2013-12-15 15:42:00,120P04739
406,2013-04-22 23:06:00,120+04739
407,2013-04-18 13:41:00,120P04738
408,2013-05-02 10:49:00,120-04736
409,2013-01-30 03:23:00,120N04735
410,2013-07-11 01:18:00,120-04740
411,2013-10-05 16:22:00,120N04733
412,2013-11-07 03:14:00,120+07442
413,2013-01-22 07:32:00,120-04738
414,2013-03-29 04:44:00,120-04740
415,2013-01-29 05:44:00,120+04734
416,2013-06-01 05:28:00,120-04738
417,2013-10-17 02:45:00,120-04731
418,2013-08-14 11:30:00,120+04739
419,2013-02-15 14:14:00,120+04738
420,2013-01-21 02:53:00,120+04739
421,2013-10-15 13:59:00,120+07443
422,2013-11-02 22:04:00,120N04737
423,2013-01-19 06:57:00,120+07449
424,2013-09-14 09:55:00,120-04737
425,2013-11-20 23:06:00,120+04737
426,2013-08-16 10:29:00,120+07442
427,2013-09-12 10:13:00,120P04738
428,2013-08-31 14:01:00,120+04734
429,2013-10-25 16:44:00,120+04739
430,2013-05-02 02:50:00,120+04739
431,2013-01-01 18:50:00,120P04739
432,2013-12-28 05:29:00,120+07447
433,2013-06-22 01:49:00,120+07442
434,2013-04-20 04:49:00,120P04734
435,2013-08-13 00:41:00,120-04740
436,2013-04-14 14:20:00,120-07444
437,2013-02-27 01:03:00,120P04739
438,2013-04-10 17:55:00,120-04736
439,2013-07-12 18:56:00,120N04740
440,2013-03-31 04:13:00,120N04735
441,2013-11-16 02:05:00,120+04739
442,2013-01-14 17:07:00,120+04738
443,2013-03-22 14:24:00,120+07442
444,2013-04-01 06:16:00,120+04734
445,2013-06-07 03:52:00,120+04739
446,2013-08-12 16:00:00,120+07443
447,2013-04-20 14:16:00,120P07448
448,2013-01-01 23:55:00,120P04735
449,2013-03-11 21:16:00,120+04739
450,2013-05-01 09:11:00,120+04739
451,2013-03-23 11:46:00,120-04732
452,2013-10-07 21:28:00,120+04737
453,2013-11-27 22:18:00,120+04739
454,2013-02-15 16:22:00,120-07442
455,2013-11-26 12:06:00,120+07442
456,2013-05-17 22:56:00,120+07449
457,2013-01-24 08:59:00,120-07443
458,2013-12-01 16:02:00,120N04736
459,2013-09-20 08:02:00,120P04735
460,2013-12-16 03:29:00,120P04733
461,2013-02-06 20:42:00,120-04737
462,2013-08-31 23:37:00,120P04737
463,2013-04-30 07:11:00,120+04738
464,2013-03-11 04:22:00,120+04737
465,2013-08-16 08:06:00,120-04740
466,2013-01-23 09:22:00,120+07449
467,2013-10-17 04:02:00,120-07448
468,2013-12-27 09:23:00,120+07442
469,2013-11-08 12:23:00,120P04737
470,2013-07-04 23:33:00,120-04733
471,2013-07-27 02:38:00,120-04740
472,2013-08-03 18:53:00,120P04739
473,2013-11-17 18:14:00,120-04737
474,2013-04-01 08:16:00,120+04739
475,2013-09-11 23:03:00,120+04739
476,2013-11-26 09:44:00,120+07449
477,2013-03-27 12:23:00,120P04739
478,2013-07-10 03:18:00,120+07449
479,2013-12-07 00:10:00,120-04738
480,2013-02-02 12:54:00,120N04737
481,2013-02-05 02:51:00,120+04738
482,2013-07-30 06:45:00,120+04739
483,2013-08-19 11:53:00,120N04735
484,2013-08-18 01:54:00,120+07449
485,2013-08-03 11:30:00,120-04738
486,2013-10-22 22:29:00,120P07448
487,2013-07-09 09:26:00,120-07443
488,2013-03-07 20:24:00,120-04734
489,2013-06-29 04:29:00,120-04736
490,2013-03-26 13:19:00,120N04737
491,2013-02-21 02:21:00,120+07449
492,2013-08-08 21:59:00,120+04739
493,2013-02-03 06:06:00,120N07448
494,2013-12-11 18:57:00,120-04736
495,2013-03-28 11:31:00,120-04740
496,2013-05-14 12:31:00,120+07442
497,2013-05-18 17:02:00,120P13767
498,2013-08-24 21:22:00,120+04735
499,2013-07-28 13:19:00,120-04736
500,2013-03-07 07:48:00,120P04736
501,2013-11-29 13:32:00,120P04739
502,2013-12-16 11:55:00,120+04739
503,2013-04-15 16:25:00,120P04733
504,2013-06-13 13:59:00,120+07442
505,2013-02-19 21:21:00,120-04738
506,2013-12-26 07:54:00,120-04733
507,2013-08-06 12:32:00,120+07442
508,2013-12-16 13:04:00,120-07443
509,2013-02-12 22:42:00,120+04739
510,2013-11-17 12:47:00,120+04739
511,2013-04-09 02:41:00,120P13767
512,2013-01-30 13:19:00,120-04740
513,2013-06-02 09:45:00,120-04736
514,2013-03-02 21:09:00,120+07443
515,2013-02-15 03:47:00,120+04737
516,2013-10-25 12:13:00,120P04739
517,2013-09-12 01:25:00,120-04734
518,2013-05-15 02:57:00,120+04739
519,2013-07-26 16:49:00,120+04737
520,2013-12-21 19:46:00,120P07447
521,2013-07-09 21:17:00,120+07449
522,2013-07-19 08:02:00,120N04733
523,2013-10-07 14:00:00,120+04734
524,2013-07-14 22:25:00,120+04737
525,2013-04-27 00:04:00,120N04729
526,2013-02-04 08:42:00,120P04735
527,2013-12-28 06:28:00,120+04739
528,2013-08-28 22:49:00,120N04739
529,2013-01-27 10:47:00,120-04738
530,2013-03-12 13:13:00,120P07448
531,2013-12-12 23:40:00,120-04733
532,2013-10-10 10:38:00,120-04736
533,2013-06-03 08:35:00,120+04739
534,2013-01-12 08:34:00,120+04739
535,2013-03-30 20:16:00,120P13767
536,2013-02-05 17:40:00,120P04733
537,2013-03-04 16:26:00,120+04739
538,2013-01-29 03:17:00,120+07442
539,2013-11-20 20:03:00,120+07449
540,2013-02-14 17:55:00,120-04738
541,2013-11-12 07:21:00,120+04732
542,2013-02-22 08:42:00,120N13767
543,2013-08-10 02:10:00,120-04738
544,2013-08-28 19:36:00,120-07443
545,2013-09-15 20:14:00,120+07447
546,2013-11-23 06:16:00,120+07449
547,2013-05-15 20:25:00,120+07449
548,2013-11-29 01:07:00,120N04735
549,2013-12-06 00:38:00,120P04737
550,2013-09-25 12:20:00,120N04738
551,2013-02-22 18:20:00,120-07443
552,2013-01-17 10:05:00,120-04738
553,2013-07-18 05:35:00,120N13767
554,2013-11-22 07:56:00,120-04736
555,2013-06-05 17:51:00,120+04739
556,2013-04-20 04:33:00,120-04732
557,2013-01-06 10:29:00,120+04739
558,2013-10-13 18:33:00,120P04737
559,2013-07-02 21:13:00,120-04736
560,2013-07-21 21:18:00,120-07443
561,2013-07-21 23:44:00,120+04739
562,2013-03-31 17:22:00,120-04737
563,2013-03-14 18:32:00,120+04739
564,2013-04-15 19:43:00,120-04733
565,2013-04-29 05:19:00,120N04738
566,2013-02-27 08:48:00,120+04739
567,2013-09-25 13:22:00,120+04734
568,2013-01-29 08:25:00,120+04738
569,2013-11-15 08:34:00,120P04739
570,2013-08-03 05:17:00,120N13767
571,2013-10-08 03:26:00,120-04734
572,2013-08-08 21:36:00,120P04738
573,2013-03-29 04:22:00,120+04739
574,2013-05-15 13:11:00,120-04731
575,2013-11-21 02:43:00,120-04740
576,2013-06-05 19:23:00,120+04738
577,2013-12-26 05:35:00,120+04739
578,2013-12-02 09:09:00,120+04739
579,2013-10-03 20:11:00,120+04738
580,2013-10-29 05:19:00,120-04740
581,2013-09-13 14:02:00,120N07442
582,2013-04-23 10:26:00,120P07447
583,2013-01-08 09:34:00,120-04736
584,2013-12-09 23:39:00,120-04738
585,2013-03-28 22:58:00,120N04739
586,2013-06-01 17:36:00,120-04731
587,2013-12-06 00:14:00,120+07449
588,2013-06-06 11:47:00,120+07449
589,2013-03-03 21:59:00,120-04740
590,2013-07-10 15:24:00,120+07448
591,2013-05-02 01:55:00,120+04735
592,2013-02-20 16:05:00,120N04737
593,2013-03-30 18:01:00,120+07443
594,2013-03-18 14:16:00,120+04732
595,2013-02-27 09:30:00,120+07449
596,2013-02-10 09:16:00,120-04737
597,2013-07-12 18:37:00,120+04735
598,2013-07-03 05:47:00,120+04730
599,2013-02-12 17:54:00,120-04740
600,2013-11-20 17:39:00,120+07444
601,2013-03-30 22:50:00,120N04733
602,2013-10-01 22:24:00,120+07445
603,2013-12-08 04:01:00,120-04731
604,2013-09-24 11:01:00,120+04733
605,2013-09-16 08:57:00,120-04738
606,2013-03-07 19:23:00,120N04737
607,2013-03-09 08:04:00,120+07442
608,2013-10-29 15:47:00,120P04738
609,2013-01-09 08:32:00,120-04738
610,2013-12-03 18:29:00,120P04739
611,2013-04-22 09:54:00,120N04740
612,2013-10-29 13:48:00,120+04732
613,2013-05-07 16:04:00,120+07442
614,2013-05-27 22:44:00,120+04732
615,2013-01-07 00:36:00,120+07445
616,2013-02-22 23:57:00,120+07445
617,2013-05-22 19:19:00,120P04737
618,2013-12-13 01:06:00,120+04734
619,2013-05-16 03:49:00,120+07444
620,2013-12-12 15:36:00,120N07442
621,2013-11-05 20:11:00,120P04737
622,2013-08-28 15:33:00,120+04739
623,2013-12-15 04:06:00,120P04734
624,2013-05-16 14:36:00,120N04729
625,2013-08-10 05:26:00,120P13767
626,2013-12-26 02:11:00,120P04739
627,2013-05-28 19:57:00,120+04737
628,2013-05-07 19:56:00,120+04739
629,2013-02-04 00:19:00,120N07448
630,2013-08-03 14:59:00,120+07443
631,2013-11-15 18:16:00,120-07442
632,2013-05-10 00:48:00,120P07446
633,2013-11-01 04:19:00,120-07443
634,2013-08-03 03:03:00,120+04737
635,2013-06-24 17:01:00,120N13767
636,2013-11-25 18:27:00,120+04735
637,2013-02-18 21:02:00,120+07445
638,2013-05-03 11:06:00,120N04729
639,2013-06-17 17:57:00,120+04734
640,2013-08-30 08:18:00,120+04730
641,2013-10-11 16:28:00,120P04737
642,2013-10-02 23:04:00,120+07442
643,2013-12-11 21:03:00,120+04739
644,2013-08-09 07:02:00,120+07444
645,2013-04-08 05:56:00,120-04737
646,2013-02-07 00:57:00,120-04732
647,2013-07-10 12:07:00,120N04739
648,2013-08-19 20:19:00,120-04736
649,2013-02-12 00:43:00,120-07448
650,2013-02-16 15:46:00,120+04735
651,2013-07-28 09:21:00,120N04735
652,2013-11-05 15:21:00,120+04738
653,2013-08-10 09:58:00,120P04737
654,2013-01-06 08:10:00,120+07449
655,2013-02-01 17:50:00,120P04734
656,2013-08-27 06:35:00,120-04733
657,2013-01-18 00:09:00,120N07442
658,2013-06-30 05:07:00,120P07447
659,2013-11-15 11:50:00,120+07449
660,2013-01-11 15:19:00,120-04736
661,2013-09-26 17:00:00,120P07446
662,2013-01-29 20:04:00,120N04737
663,2013-06-12 08:59:00,120-07448
664,2013-08-06 21:46:00,120N04738
665,2013-02-14 22:35:00,120+07443
666,2013-02-21 17:54:00,120+07442
667,2013-04-27 02:56:00,120N04740
668,2013-11-10 02:13:00,120-04736
669,2013-09-30 08:43:00,120N04739
670,2013-01-04 19:46:00,120P04737
671,2013-01-12 01:17:00,120-07448
672,2013-07-10 13:04:00,120N04738
673,2013-02-19 17:40:00,120-04737
674,2013-12-04 03:18:00,120+04738
675,2013-05-19 06:23:00,120N04737
676,2013-08-27 17:13:00,120P04739
677,2013-05-13 11:07:00,120+04733
678,2013-11-02 14:18:00,120-04732
679,2013-02-27 01:41:00,120N04740
680,2013-06-09 06:10:00,120+04739
681,2013-06-10 00:23:00,120-04734
682,2013-03-04 14:05:00,120-04740
683,2013-08-18 21:44:00,120P04739
684,2013-04-22 23:51:00,120+04739
685,2013-01-13 05:45:00,120+07444
686,2013-04-09 12:01:00,120N04735
687,2013-05-25 15:40:00,120+04738
688,2013-12-09 14:55:00,120P04739
689,2013-09-08 06:31:00,120+04738
690,2013-04-26 11:31:00,120N04733
691,2013-03-11 02:14:00,120-04740
692,2013-08-10 18:49:00,120-04736
693,2013-10-11 18:33:00,120+07449
694,2013-06-08 02:50:00,120P07444
695,2013-06-05 15:34:00,120+04739
696,2013-06-30 13:15:00,120+04739
697,2013-02-21 14:26:00,120+07449
698,2013-02-23 08:27:00,120+07449
