,timestamp,TMC
142,2018-10-04 03:59:00,120N13767
143,2018-04-09 04:40:00,120N13767
144,2018-06-20 17:29:00,120+04730
145,2018-05-02 23:00:00,120P04739
146,2018-07-21 14:46:00,120-04732
147,2018-09-06 11:26:00,120-04736
148,2018-12-12 22:54:00,120P07448
149,2018-05-30 09:16:00,120+04733
150,2018-06-14 13:52:00,120-07443
151,2018-02-06 00:47:00,120+04738
152,2018-05-09 19:28:00,120+04733
153,2018-07-09 17:30:00,120+04737
154,2018-04-16 09:03:00,120N07448
155,2018-05-06 03:47:00,120-07443
156,2018-06-27 06:20:00,120N07448
157,2018-11-05 11:29:00,120P04736
158,2018-09-11 12:31:00,120-04736
159,2018-07-08 12:07:00,120-07443
160,2018-03-09 20:40:00,120+07445
161,2018-06-25 19:18:00,120N04738
162,2018-04-20 05:16:00,120N07447
163,2018-09-04 02:52:00,120-07443
164,2018-05-08 01:59:00,120-04736
165,2018-07-13 07:53:00,120-13767
166,2018-03-12 00:00:00,120N13767
167,2018-07-16 17:27:00,120+04735
168,2018-02-06 01:38:00,120+04737
169,2018-08-15 22:56:00,120+04737
170,2018-02-07 12:26:00,120+04737
171,2018-06-28 19:47:00,120-04732
172,2018-12-13 17:06:00,120-04731
173,2018-03-18 16:09:00,120-04734
174,2018-01-11 11:22:00,120+07442
175,2018-07-02 16:13:00,120N04733
176,2018-10-22 14:02:00,120+04734
177,2018-09-16 13:37:00,120-04730
178,2018-02-23 10:16:00,120+07443
179,2018-11-25 14:58:00,120-07442
180,2018-09-11 19:00:00,120N04737
181,2018-08-19 13:49:00,120+07443
182,2018-03-03 07:32:00,120+04739
183,2018-03-25 09:07:00,120+07443
184,2018-11-15 14:39:00,120P07446
185,2018-04-28 12:58:00,120-04732
186,2018-12-23 23:27:00,120+04734
187,2018-03-07 16:34:00,120-04736
188,2018-08-19 21:44:00,120+07442
189,2018-12-30 09:32:00,120+07442
190,2018-07-08 23:38:00,120P07447
191,2018-09-27 16:47:00,120N04729
192,2018-04-20 19:10:00,120-07443
193,2018-01-31 09:11:00,120P07446
194,2018-03-11 10:12:00,120-04740
195,2018-02-17 23:24:00,120+04734
196,2018-03-30 15:24:00,120+07448
197,2018-03-26 09:45:00,120N07448
198,2018-08-01 20:37:00,120+04734
199,2018-08-26 15:20:00,120+04735
200,2018-07-25 13:21:00,120+04734
201,2018-05-10 12:19:00,120N13767
202,2018-12-10 13:33:00,120+04734
203,2018-04-13 21:24:00,120P04737
204,2018-10-29 09:06:00,120-04732
205,2018-12-10 01:26:00,120N04739
206,2018-02-22 17:49:00,120N04737
207,2018-07-09 16:50:00,120-04733
208,2018-12-15 10:07:00,120-13767
209,2018-07-06 07:45:00,120N04735
210,2018-04-19 23:58:00,120P04738
211,2018-05-24 21:56:00,120-07443
212,2018-06-04 00:31:00,120+07442
213,2018-07-19 19:03:00,120P04738
214,2018-02-06 09:54:00,120+07442
215,2018-06-27 05:58:00,120+04737
216,2018-01-31 19:31:00,120-04737
217,2018-07-26 19:30:00,120-04732
218,2018-09-25 23:36:00,120P04739
219,2018-10-01 11:48:00,120-07444
220,2018-02-12 21:30:00,120-04740
221,2018-08-30 04:20:00,120-04731
222,2018-06-16 02:08:00,120+07445
223,2018-02-04 13:29:00,120+07442
224,2018-01-23 23:48:00,120+07448
225,2018-09-18 22:23:00,120+04737
226,2018-02-26 07:07:00,120-04737
227,2018-03-13 15:50:00,120-04731
228,2018-07-30 17:11:00,120-04731
229,2018-01-27 02:12:00,120-07443
230,2018-07-29 05:36:00,120N13767
231,2018-05-12 08:40:00,120+04737
232,2018-02-11 00:34:00,120-04732
233,2018-08-22 01:58:00,120N04738
234,2018-11-25 12:57:00,120-04731
235,2018-11-24 21:20:00,120+07442
236,2018-11-03 13:31:00,120-07442
237,2018-02-07 01:16:00,120N13767
238,2018-04-25 18:36:00,120+07443
239,2018-03-22 21:40:00,120+07442
240,2018-06-19 10:52:00,120+07443
241,2018-07-17 02:16:00,120N04729
242,2018-09-27 02:12:00,120+04735
243,2018-10-07 11:33:00,120-04733
244,2018-09-23 15:17:00,120+07442
245,2018-09-15 00:33:00,120+04735
246,2018-06-19 13:58:00,120+04733
247,2018-01-09 17:46:00,120-07444
248,2018-07-12 02:29:00,120-07444
249,2018-10-14 04:38:00,120N13767
250,2018-01-13 23:14:00,120N04735
251,2018-09-05 21:14:00,120+07442
252,2018-03-14 13:13:00,120P04739
253,2018-03-02 07:18:00,120N07447
254,2018-01-15 05:41:00,120N04737
255,2018-12-27 19:13:00,120+07443
256,2018-02-22 00:22:00,120+07442
257,2018-01-08 00:33:00,120N07447
258,2018-05-27 01:51:00,120+04739
259,2018-03-02 07:26:00,120-07442
260,2018-04-01 23:31:00,120N13767
261,2018-11-24 12:49:00,120N04729
262,2018-04-16 13:00:00,120-07443
263,2018-08-27 20:01:00,120-07443
264,2018-07-13 14:11:00,120+07442
265,2018-05-22 15:02:00,120P04737
266,2018-06-02 16:18:00,120+04737
267,2018-12-23 00:24:00,120+07443
268,2018-12-05 09:25:00,120-04736
269,2018-08-01 17:26:00,120P04737
270,2018-09-30 00:30:00,120+07442
271,2018-04-21 21:04:00,120-04740
272,2018-10-06 07:35:00,120P04738
273,2018-11-20 19:32:00,120+04734
274,2018-06-14 14:16:00,120P04729
275,2018-11-22 19:51:00,120-07442
276,2018-06-11 19:16:00,120N04729
277,2018-12-03 03:19:00,120N07447
278,2018-09-26 22:25:00,120-04737
279,2018-05-23 20:51:00,120-04736
280,2018-06-24 03:33:00,120N04729
281,2018-08-03 04:03:00,120N04738
282,2018-03-13 23:24:00,120+07443
283,2018-08-14 21:21:00,120P04738
284,2018-01-16 13:16:00,120+04737
285,2018-03-17 22:51:00,120-07443
286,2018-07-25 09:55:00,120+07445
287,2018-06-13 01:17:00,120P04729
288,2018-01-30 04:54:00,120N04738
289,2018-10-21 09:57:00,120+04739
290,2018-06-20 13:31:00,120+07443
291,2018-05-23 12:43:00,120N07448
292,2018-03-01 19:44:00,120-04737
293,2018-12-30 09:48:00,120-04740
294,2018-10-10 11:33:00,120-07443
295,2018-01-27 07:51:00,120+04732
296,2018-04-18 09:34:00,120-04736
297,2018-01-15 13:06:00,120+07445
298,2018-05-06 17:20:00,120N04739
299,2018-03-01 06:48:00,120-04734
300,2018-07-27 07:40:00,120N04733
301,2018-08-16 05:00:00,120P04737
302,2018-06-26 22:35:00,120+07442
303,2018-12-15 06:59:00,120N04729
304,2018-04-07 18:09:00,120P04738
305,2018-04-21 13:40:00,120+07444
306,2018-11-03 01:19:00,120+04732
307,2018-05-09 05:13:00,120P04737
308,2018-12-29 21:10:00,120-04732
309,2018-12-11 08:28:00,120+07448
310,2018-11-23 06:16:00,120P07444
311,2018-11-19 11:41:00,120N04737
312,2018-12-26 16:30:00,120P07444
313,2018-06-27 17:27:00,120+07445
314,2018-11-22 01:31:00,120+04733
315,2018-06-15 09:15:00,120+04738
316,2018-03-25 10:36:00,120+04739
317,2018-01-10 21:06:00,120-04738
318,2018-09-07 00:28:00,120-04738
319,2018-12-20 01:38:00,120N04729
320,2018-03-12 18:28:00,120P07442
321,2018-03-31 11:10:00,120-04732
322,2018-11-26 00:55:00,120+04732
323,2018-03-25 23:48:00,120N04729
324,2018-08-06 02:57:00,120N07447
325,2018-04-18 23:36:00,120-07444
326,2018-08-18 08:47:00,120N07448
327,2018-04-05 17:31:00,120P04737
328,2018-10-25 17:26:00,120+07444
329,2018-05-12 11:25:00,120+04737
330,2018-03-12 03:48:00,120P04737
331,2018-07-23 23:16:00,120+07443
332,2018-11-23 01:31:00,120+04737
333,2018-04-09 12:06:00,120-04730
334,2018-03-06 00:54:00,120+04737
335,2018-03-15 06:43:00,120N04729
336,2018-04-27 07:23:00,120-04736
337,2018-10-15 04:18:00,120-04736
338,2018-09-05 05:19:00,120+07442
339,2018-03-01 18:37:00,120+04739
340,2018-01-10 09:58:00,120-04736
341,2018-08-02 13:39:00,120+07444
342,2018-11-25 18:12:00,120-04729
343,2018-12-10 19:22:00,120+04732
344,2018-02-27 16:48:00,120P04737
345,2018-06-08 12:04:00,120-04731
346,2018-08-08 06:41:00,120-07443
347,2018-01-06 10:07:00,120-04736
348,2018-04-23 20:58:00,120+07442
349,2018-09-09 13:56:00,120P04739
350,2018-01-06 17:37:00,120N04738
351,2018-09-18 04:13:00,120P04736
352,2018-05-14 21:21:00,120N13767
353,2018-04-18 05:16:00,120P07442
354,2018-09-07 05:09:00,120N07448
355,2018-04-19 07:42:00,120+07442
356,2018-07-17 19:19:00,120P04733
357,2018-07-25 02:25:00,120+07442
358,2018-01-08 09:18:00,120+07442
359,2018-11-11 04:47:00,120+07442
360,2018-07-11 00:04:00,120P07444
361,2018-06-30 20:54:00,120P04734
362,2018-01-02 17:00:00,120+04739
363,2018-07-08 14:57:00,120+04739
364,2018-09-11 17:11:00,120-04740
365,2018-05-21 23:48:00,120N04729
366,2018-05-01 03:36:00,120+07443
367,2018-10-05 08:00:00,120P04739
368,2018-03-02 15:40:00,120+04737
369,2018-01-15 22:59:00,120P07447
370,2018-12-03 00:39:00,120-13767
371,2018-05-19 22:11:00,120+04735
372,2018-02-03 18:02:00,120-04733
373,2018-02-18 21:43:00,120N13767
374,2018-03-01 07:01:00,120+07442
375,2018-01-02 12:21:00,120-04740
376,2018-01-22 01:29:00,120-04740
377,2018-03-11 02:50:00,120-07443
378,2018-03-16 07:23:00,120-04730
379,2018-03-01 01:55:00,120+04738
380,2018-09-11 17:23:00,120P07442
381,2018-02-25 01:16:00,120+04737
382,2018-09-24 18:44:00,120N04736
383,2018-12-01 15:01:00,120P04739
384,2018-08-14 17:59:00,120+07442
385,2018-01-09 07:26:00,120+04733
386,2018-04-04 17:30:00,120P07444
387,2018-09-10 02:44:00,120P04737
388,2018-04-11 20:24:00,120+07442
389,2018-09-10 12:30:00,120-04736
390,2018-04-19 11:33:00,120+07444
391,2018-01-18 12:18:00,120P04738
392,2018-05-09 00:36:00,120+04732
393,2018-04-24 12:18:00,120P04738
394,2018-05-28 16:35:00,120+04739
395,2018-06-07 13:33:00,120-04738
396,2018-06-10 22:22:00,120P04738
397,2018-10-26 03:31:00,120+07444
398,2018-04-10 01:37:00,120+04735
399,2018-09-26 03:36:00,120-07443
400,2018-10-23 06:44:00,120-04732
401,2018-11-09 12:39:00,120+07443
402,2018-07-14 11:15:00,120+04735
403,2018-08-22 20:12:00,120P13767
404,2018-12-31 03:43:00,120N13767
405,2018-07-20 03:49:00,120P04738
406,2018-04-16 08:25:00,120-04730
407,2018-11-11 07:07:00,120+07442
408,2018-07-22 22:25:00,120-04731
409,2018-07-02 09:28:00,120N13767
410,2018-08-15 02:33:00,120+07443
411,2018-07-11 11:55:00,120N07448
412,2018-04-03 08:48:00,120+04739
413,2018-06-07 05:19:00,120+04737
414,2018-07-18 19:01:00,120+07443
415,2018-10-04 11:29:00,120+07443
416,2018-05-15 19:02:00,120N04729
417,2018-07-20 03:21:00,120-04732
418,2018-02-05 06:03:00,120P04739
419,2018-02-28 06:32:00,120+07444
420,2018-08-26 09:33:00,120P04737
421,2018-01-07 18:26:00,120+07444
422,2018-02-14 00:13:00,120+04739
423,2018-12-12 13:36:00,120-04732
424,2018-06-30 05:17:00,120N13767
425,2018-10-25 10:17:00,120P13767
426,2018-09-10 23:53:00,120-07443
427,2018-02-27 18:50:00,120+07442
428,2018-05-15 21:34:00,120-04734
429,2018-05-20 05:07:00,120+04738
430,2018-12-31 00:00:00,120-07443
431,2018-11-03 05:18:00,120+04739
432,2018-09-14 11:48:00,120P07444
433,2018-01-12 00:33:00,120-04740
434,2018-04-03 22:39:00,120-04737
435,2018-01-13 15:41:00,120+07442
436,2018-12-29 00:35:00,120P07442
437,2018-02-14 19:02:00,120-04737
438,2018-10-09 00:59:00,120P04734
439,2018-01-19 02:04:00,120P04739
440,2018-03-09 01:43:00,120N07443
441,2018-05-08 12:46:00,120+04733
442,2018-04-25 11:41:00,120-04740
443,2018-05-03 18:53:00,120N13767
444,2018-01-07 14:09:00,120P13767
445,2018-08-17 16:52:00,120N13767
446,2018-06-11 16:01:00,120-04733
447,2018-01-25 22:28:00,120-04732
448,2018-09-21 00:17:00,120-07443
449,2018-04-25 03:38:00,120-04732
450,2018-04-18 15:47:00,120-07444
451,2018-11-20 14:08:00,120+07442
452,2018-01-30 16:06:00,120N04729
453,2018-03-30 06:50:00,120N04729
454,2018-07-07 19:57:00,120+04737
455,2018-03-15 16:18:00,120+07442
456,2018-10-29 17:55:00,120+04737
457,2018-07-02 02:10:00,120N04729
458,2018-11-27 00:53:00,120P04737
459,2018-07-30 22:24:00,120+04737
460,2018-05-12 11:10:00,120-04736
461,2018-08-01 17:20:00,120-04737
462,2018-07-23 17:03:00,120+04737
463,2018-03-25 12:17:00,120N04738
464,2018-08-08 03:31:00,120N04733
465,2018-11-17 03:02:00,120+07442
466,2018-09-10 22:15:00,120N13767
467,2018-01-03 09:09:00,120+04739
468,2018-04-03 12:16:00,120-04736
469,2018-04-19 06:03:00,120+07442
470,2018-12-09 08:48:00,120+07442
471,2018-06-30 23:57:00,120N13767
472,2018-08-02 00:00:00,120N04735
473,2018-11-09 20:57:00,120N04737
474,2018-05-01 17:13:00,120+04737
475,2018-02-11 21:33:00,120N13767
476,2018-05-11 13:10:00,120+04733
477,2018-11-30 07:16:00,120N04735
478,2018-10-12 20:15:00,120-07443
479,2018-04-12 23:53:00,120+04739
480,2018-12-21 15:04:00,120+07445
481,2018-04-04 14:34:00,120-04737
482,2018-11-23 16:18:00,120+07444
483,2018-03-20 23:31:00,120-04731
484,2018-10-16 05:44:00,120+04734
485,2018-11-06 04:33:00,120+07442
486,2018-02-05 16:59:00,120N07448
487,2018-08-26 01:54:00,120-07443
488,2018-06-01 02:02:00,120+07442
489,2018-08-23 07:52:00,120+04729
490,2018-03-27 14:11:00,120P07444
491,2018-09-08 02:03:00,120P04738
492,2018-11-04 00:50:00,120N07448
493,2018-07-30 13:16:00,120+04739
494,2018-06-17 05:52:00,120+04737
495,2018-08-24 06:44:00,120N13767
496,2018-08-08 01:42:00,120+07445
497,2018-12-15 06:06:00,120+04737
498,2018-08-10 23:24:00,120+07444
499,2018-01-07 17:44:00,120P04736
500,2018-05-21 13:10:00,120+07442
501,2018-10-26 06:39:00,120+07442
502,2018-08-08 18:06:00,120+07442
503,2018-05-09 14:56:00,120P13767
504,2018-06-01 19:25:00,120-04738
505,2018-07-12 21:18:00,120+07442
506,2018-05-27 12:34:00,120N13767
507,2018-04-14 16:14:00,120P04738
508,2018-08-03 12:52:00,120-04738
509,2018-02-11 08:44:00,120+07448
510,2018-08-17 00:25:00,120P04734
511,2018-06-19 17:09:00,120+07442
512,2018-07-08 05:52:00,120+04737
513,2018-11-04 22:51:00,120-04729
514,2018-08-19 18:37:00,120-04731
515,2018-06-08 07:25:00,120N13767
516,2018-02-09 23:23:00,120-04736
517,2018-04-12 10:10:00,120+04729
518,2018-07-23 06:33:00,120N13767
519,2018-06-13 08:31:00,120P13767
520,2018-09-17 16:42:00,120+04739
521,2018-10-04 01:07:00,120+07442
522,2018-01-21 21:58:00,120+07442
523,2018-05-26 15:48:00,120N04729
524,2018-01-11 05:31:00,120+07442
525,2018-10-29 01:31:00,120-04737
526,2018-06-27 11:59:00,120+07442
527,2018-11-19 10:35:00,120N13767
528,2018-03-01 05:42:00,120P04733
529,2018-09-06 11:53:00,120-07442
530,2018-01-19 12:38:00,120+07443
531,2018-01-17 19:28:00,120N04737
532,2018-07-05 01:51:00,120-04736
533,2018-03-19 11:03:00,120+07443
534,2018-07-02 06:19:00,120P04735
535,2018-06-19 22:36:00,120+07442
536,2018-08-01 09:33:00,120+04739
537,2018-01-25 13:22:00,120-04738
538,2018-01-04 12:05:00,120+04737
539,2018-01-23 10:27:00,120+04733
540,2018-05-10 05:18:00,120+07443
541,2018-11-27 05:49:00,120N04738
542,2018-03-20 23:57:00,120-07444
543,2018-08-02 20:46:00,120+04735
544,2018-11-14 07:54:00,120+04735
545,2018-06-14 07:32:00,120+04735
546,2018-08-14 04:03:00,120+07448
547,2018-02-27 13:16:00,120P04738
548,2018-05-27 20:28:00,120+04737
549,2018-09-05 16:27:00,120-07443
550,2018-07-25 14:34:00,120-04740
551,2018-10-04 05:14:00,120+04739
552,2018-08-03 03:40:00,120N07448
553,2018-12-12 05:55:00,120+04730
554,2018-12-24 20:36:00,120+07442
555,2018-05-05 23:46:00,120-07447
556,2018-02-02 03:29:00,120-04740
557,2018-12-06 02:34:00,120+07442
558,2018-08-12 22:32:00,120N04735
559,2018-08-21 23:33:00,120P13767
560,2018-09-17 21:22:00,120P04739
561,2018-04-02 15:15:00,120-04736
562,2018-07-17 05:38:00,120N04729
563,2018-04-29 02:03:00,120-04734
564,2018-05-14 15:18:00,120P04738
565,2018-04-06 03:11:00,120-07443
566,2018-10-24 11:18:00,120N04729
567,2018-06-24 23:07:00,120-04731
568,2018-11-01 18:09:00,120+07443
569,2018-01-12 21:44:00,120P13767
570,2018-05-05 15:17:00,120P04739
571,2018-10-13 14:05:00,120-04732
572,2018-12-14 07:14:00,120-04730
573,2018-03-19 07:55:00,120+04738
574,2018-12-04 12:03:00,120+04739
575,2018-08-28 14:41:00,120+07444
576,2018-10-13 11:12:00,120+07442
577,2018-07-15 00:16:00,120N04736
578,2018-04-22 12:14:00,120+07443
579,2018-03-04 07:25:00,120-07444
580,2018-12-26 18:51:00,120+07442
581,2018-06-21 21:44:00,120P04729
582,2018-12-31 09:10:00,120P04737
583,2018-06-09 13:04:00,120+07445
584,2018-03-14 19:08:00,120-07443
585,2018-02-16 23:19:00,120+07442
586,2018-09-26 07:19:00,120P04739
587,2018-08-28 15:23:00,120N07448
588,2018-01-24 01:56:00,120N13767
589,2018-09-08 00:15:00,120N07448
590,2018-11-03 23:18:00,120N04729
591,2018-11-29 22:55:00,120+04737
592,2018-10-29 11:53:00,120-04738
593,2018-08-15 17:16:00,120+07442
594,2018-06-27 11:08:00,120P04738
595,2018-09-16 03:11:00,120N07442
596,2018-09-14 20:06:00,120+04734
597,2018-06-29 16:09:00,120P04738
598,2018-02-14 21:12:00,120-04736
599,2018-04-02 23:55:00,120-04734
600,2018-11-22 02:15:00,120-04736
601,2018-09-20 23:46:00,120+04734
602,2018-06-02 16:34:00,120P04737
603,2018-05-08 01:36:00,120P07446
604,2018-07-19 04:28:00,120-04738
605,2018-05-19 17:54:00,120N07447
606,2018-06-09 16:07:00,120P04729
607,2018-02-18 14:42:00,120P04736
608,2018-01-23 08:30:00,120-04740
609,2018-07-22 23:48:00,120P04737
610,2018-08-09 00:10:00,120-07443
611,2018-06-11 20:03:00,120+04737
612,2018-05-27 17:48:00,120-04734
613,2018-05-29 00:46:00,120+07444
614,2018-02-23 15:15:00,120+04738
615,2018-05-14 11:51:00,120-04731
616,2018-01-25 08:51:00,120-04734
617,2018-12-05 10:30:00,120+04734
618,2018-06-06 06:25:00,120+04737
619,2018-11-30 14:58:00,120N04733
620,2018-02-16 15:29:00,120P04737
621,2018-10-24 01:36:00,120+07444
622,2018-07-12 11:32:00,120+04734
623,2018-04-05 23:24:00,120-04736
624,2018-09-27 13:23:00,120P07446
625,2018-01-15 09:27:00,120P04729
626,2018-12-12 11:29:00,120P04738
627,2018-02-11 22:25:00,120+07443
628,2018-07-06 04:09:00,120+04739
629,2018-02-07 14:09:00,120+04735
630,2018-11-27 23:39:00,120-07443
631,2018-10-23 17:10:00,120P07447
632,2018-04-02 21:51:00,120-04732
633,2018-02-01 09:53:00,120-04737
634,2018-08-14 18:44:00,120-04732
635,2018-11-01 04:41:00,120P04735
636,2018-01-29 22:42:00,120N04729
637,2018-12-13 11:39:00,120+07444
638,2018-12-16 14:16:00,120N04733
639,2018-03-06 15:49:00,120P04738
640,2018-06-14 10:25:00,120-07443
641,2018-08-17 20:17:00,120-07443
642,2018-10-06 03:51:00,120P07446
643,2018-01-08 06:08:00,120N04734
644,2018-02-18 08:06:00,120P04736
645,2018-05-06 10:12:00,120P04737
646,2018-04-27 05:58:00,120N13767
647,2018-05-29 02:22:00,120P04739
648,2018-05-11 14:46:00,120+07443
649,2018-05-08 06:39:00,120P13767
650,2018-08-04 10:28:00,120N04736
651,2018-12-26 07:44:00,120P04737
652,2018-08-02 08:20:00,120+04737
653,2018-09-25 02:16:00,120P04735
654,2018-07-12 12:35:00,120N07448
655,2018-01-09 23:05:00,120+04729
656,2018-11-29 08:47:00,120P07448
657,2018-07-13 21:06:00,120N13767
658,2018-11-09 20:18:00,120-07443
659,2018-10-17 12:03:00,120-04737
660,2018-12-03 03:15:00,120-04737
661,2018-06-09 18:06:00,120N04729
662,2018-05-25 06:53:00,120-04736
663,2018-10-04 13:19:00,120-04740
664,2018-07-23 01:41:00,120-04737
665,2018-01-14 09:02:00,120+07443
666,2018-06-19 08:13:00,120+04737
667,2018-07-13 01:50:00,120+04733
668,2018-02-16 12:18:00,120+04737
669,2018-09-03 03:17:00,120-04737
670,2018-07-12 11:28:00,120+07443
671,2018-05-29 16:42:00,120+04735
672,2018-11-25 14:47:00,120P04737
673,2018-03-19 08:13:00,120+04737
674,2018-03-17 22:41:00,120P04738
675,2018-06-23 21:23:00,120P04738
676,2018-09-19 01:37:00,120-04737
677,2018-09-21 21:22:00,120+04735
678,2018-01-12 14:20:00,120-07443
679,2018-12-14 08:53:00,120P04738
680,2018-12-14 06:20:00,120+07443
681,2018-07-23 18:03:00,120P04736
682,2018-06-09 13:14:00,120P07448
683,2018-05-16 01:56:00,120P04733
684,2018-11-21 16:20:00,120+07443
685,2018-08-21 20:23:00,120-04737
686,2018-06-18 11:22:00,120N07448
687,2018-06-16 03:52:00,120+04737
688,2018-01-29 07:02:00,120P04738
689,2018-02-06 23:45:00,120-07444
690,2018-09-19 18:40:00,120P04736
691,2018-01-24 00:58:00,120P04734
692,2018-07-25 07:45:00,120-04740
693,2018-07-27 05:29:00,120N07447
694,2018-12-24 10:59:00,120-04738
695,2018-08-22 22:26:00,120N04738
696,2018-03-13 00:55:00,120P04739
697,2018-12-23 19:28:00,120-04730
698,2018-04-08 03:49:00,120+07443
